review,sentiment
"""No professionalism""",Negative
"""Absolute shambles of an airlines""",Negative
"""change flight just one day before""",Negative
"""flight got rescheduled 7 times in 2 days""",Negative
"""Never travel by Go First""",Negative
"""airline is extremely unreliable""",Negative
"""Extremely poor airline""",Negative
"""Courteous cabin crew""",Positive
"""Decent experience""",Positive
"""beginning of a worst nightmare""",Negative
"""do not book a Go First flight""",Negative
"""nacks and beverages on paid basis""",Positive
"""They never value their customer""",Negative
"""worst experience with any flight""",Negative
"""they don’t care about customers""",Negative
"""They are your worst nightmare""",Negative
"""the worst airline""",Negative
"""non-courteous, non-accommodating staff""",Negative
"""subjecting us to enormous hardships""",Negative
"""Seat pitch are just ok""",Positive
"""get ready to face some surprises""",Negative
"""They don't care for customers""",Negative
"""worst experience I had""",Negative
"""Horrible customer service""",Negative
"""I had a very bad experience""",Negative
"""No sense of responsibility""",Negative
"""Seriously poor airline""",Negative
"""Very pathetic service""",Negative
"""Okay experience for a short flight""",Positive
"""Very pathetic service""",Negative
"""Worst flying experience""",Negative
"""Worst experience ever""",Negative
"""very pathetic service""",Negative
"""never choose this airline again""",Negative
"""airline is worth avoiding""",Negative
"""denied to give boarding pass""",Negative
"""bad service from the staff""",Negative
"""Cabin crew were courteous""",Positive
"""Flight delayed by 2.5 hours""",Negative
"""really a bad experience""",Negative
"""never fly this carrier please""",Negative
"""there are no free seats available""",Negative
"""the worst airline I have ever flown""",Negative
"""I will never ever choose this flight""",Negative
"""11 hour trip instead of the original 2 hours""",Negative
"""It was the worst experience""",Negative
"""Worst airline in the world""",Negative
"""In flight service good""",Positive
"""Very poor service""",Negative
"""Customer service is pathetic""",Negative
"""Very pathetic service""",Negative
"""Just like a local bus service""",Negative
"""counter will be closed 60 minutes before""",Negative
""" had to go for another airline at the last moment""",Negative
"""Pathetic service and airline""",Negative
"""should be shut down completely",Negative
Go First customer review,Negative
"""I wanted compensation from Go First""",Negative
"""Never, never, never again""",Negative
"""avoid Go First at any cost""",Negative
"""Worst airline with highest cancellation rate""",Negative
"""cancelled our flights three times with very short notice""",Negative
"""Very bad experience""",Negative
"""internal processes needs a complete revamp""",Negative
"""unnecessarily troubling their travelers""",Negative
"""Never taking this airline ever again""",Negative
"""Definitely not recommended""",Negative
"""Pathetic customer service""",Negative
"""unprofessional and rude ground staff""",Negative
"""they changed the schedule rendering the entire journey useless""",Negative
"""Overall the flight was okay""",Positive
"""don't pay heed to customers preferences""",Negative
"""Would never use again""",Negative
"""Never book Go First flight""",Negative
"""Worst airline ever""",Negative
"""flight cancel message just 5 days before""",Negative
"""They are just fooling people""",Negative
"""Needs huge improvement in customer service""",Negative
"""Need to improve overall""",Negative
"""Horrible customer service""",Negative
"""cancelled it without giving any reason""",Negative
"""quarantine facility a nightmare""",Negative
"""customer service gives false promises""",Negative
"""only thing decent thing was the customer support""",Negative
"""The crew was friendly""",Positive
"""only paid seats are found""",Negative
"""They are so unreliable""",Negative
"""They don’t offer any free seats""",Negative
"""Worst experience ever""",Negative
"""Worst customer service""",Negative
"""4 flights got cancelled by Go First""",Negative
"""Utterly incompetent and shady""",Negative
"""pay extra amount for the free seats""",Positive
"""pay extra amount for the free seats""",Negative
"""the flight has been cancelled""",Negative
"""extremely rude behaviour""",Negative
"""worst domestic carriers in India""",Negative
"""one of the worst domestic carriers""",Negative
"""they wouldn't let us board""",Negative
"""Third class service""",Negative
"""never travel again with this airline""",Negative
"""cancelled both their flights""",Negative
"""Worst experience I ever had on an airline""",Negative
"""Never book a flight with this airline""",Negative
"""the worst service I've seen so far""",Negative
"""a very bad free seat""",Negative
"""didn’t let us board the flight""",Negative
"""Very pathetic experience""",Negative
"""one of the worst airlines to travel with""",Negative
"""I won’t recommend it to anybody""",Negative
""" Very worst experience""",Negative
“Unprofessional. Rude. Uncooperative”,Negative
"""uncomfortable seats and subpar food""",Negative
"""we have to wait for 12 hrs outside""",Negative
“making everyone unpack their bags”,Negative
"""ways to grab money from your customers""",Negative
"""Not at all customer friendly""",Negative
"""more than 45 mins for baggage to come""",Negative
"""Both flights were delayed by 2 hours""",Negative
"""value for money""",Positive
"""unacceptable and very poor service""",Positive
"""struggled due to online payment""",Negative
"""quite disappointing""",Negative
"""Ground Service of IndiGo is the worst""",Negative
"""Very rude people working for it""",Negative
“Worst Airline”,Negative
"""It's a very bad service""",Negative
"""a bad experience""",Positive
"""was charged 10,000 rs extra""",Negative
"""charged me extra for my hand luggage""",Negative
“Staff is inconsiderate and inhuman”,Negative
"""gate closes 25min prior to departure""",Negative
"""we ended up missing the flight""",Positive
"""experienced very great service""",Positive
“pleasant cabin crew”,Positive
"""a comfortable enough flight""",Positive
"""Overall quite happy""",Positive
"""his fantastic hospitality""",Positive
"""I was three minutes late""",Negative
“absolutely rips people off”,Negative
"""irresponsible behaviour""",Negative
"""menu was extremely restricted""",Negative
“Their cheap fare is not worth it”,Negative
"""pushed me to take a refund""",Negative
“Crew very nervous and chaotic”,Negative
"""particular flight was terrible""",Negative
“One of worst flight operators”,Negative
"""website and mobile app is bad""",Negative
"""a good experience""",Positive
"""Excellent experience overall""",Positive
“They do not care”,Negative
